2023-04-19 07:44:15.209,0,0,0,272,
2023-04-19 07:44:15.209,0,0,0,0,272
2023-04-19 07:44:15.210,0,0,0,0,272
2023-04-19 07:44:15.210,0,0,0,0,272
2023-04-19 07:44:15.210,0,0,0,0,272
2023-04-19 07:44:15.210,0,0,0,273,
2023-04-19 07:44:15.210,0,0,0,0,273
2023-04-19 07:44:15.210,0,0,0,0,273
2023-04-19 07:44:15.210,0,0,0,0,273
2023-04-19 07:44:15.211,0,0,0,0,273
2023-04-19 07:44:15.211,0,0,0,0,272
2023-04-19 07:44:15.211,0,0,0,0,272
2023-04-19 07:44:15.211,0,0,0,0,272
2023-04-19 07:44:15.211,0,0,0,0,272
2023-04-19 07:44:15.211,0,0,0,0,272
2023-04-19 07:44:15.211,0,0,0,0,393
2023-04-19 07:44:15.304,0,0,0,0,386
2023-04-19 07:44:15.406,0,0,0,0,379
2023-04-19 07:44:15.505,0,0,0,0,373
2023-04-19 07:44:15.607,0,0,0,0,367
2023-04-19 07:44:15.706,0,0,0,0,360
2023-04-19 07:44:15.807,0,0,0,0,356
2023-04-19 07:44:15.906,0,0,0,0,350
2023-04-19 07:44:16.009,0,0,0,0,345
2023-04-19 07:44:16.107,0,0,0,0,340
2023-04-19 07:44:16.209,0,0,0,0,336
2023-04-19 07:44:16.308,0,0,0,0,332
2023-04-19 07:44:16.410,0,0,0,0,328
2023-04-19 07:44:16.508,0,0,0,0,325
2023-04-19 07:44:16.610,0,0,0,0,322
2023-04-19 07:44:16.708,0,0,0,0,319
2023-04-19 07:44:16.812,0,0,0,0,316
2023-04-19 07:44:16.910,0,0,0,0,313
2023-04-19 07:44:17.011,0,0,0,0,310
2023-04-19 07:44:17.110,0,0,0,0,307
2023-04-19 07:44:17.213,0,0,0,0,305
2023-04-19 07:44:17.311,0,0,0,0,302
2023-04-19 07:44:17.414,0,0,0,0,300
2023-04-19 07:44:17.512,0,0,0,0,298
2023-04-19 07:44:17.614,0,0,0,0,296
2023-04-19 07:44:17.713,0,0,0,0,294
2023-04-19 07:44:17.815,0,0,0,0,292
2023-04-19 07:44:17.914,0,0,0,0,291
2023-04-19 07:44:18.016,0,0,0,0,289
2023-04-19 07:44:18.113,0,0,0,0,288
2023-04-19 07:44:18.216,0,0,0,0,287
2023-04-19 07:44:18.315,0,0,0,0,286
2023-04-19 07:44:18.417,0,0,0,0,284
2023-04-19 07:44:18.516,0,0,0,0,284
2023-04-19 07:44:18.618,0,0,0,0,283
2023-04-19 07:44:18.716,0,0,0,0,282
2023-04-19 07:44:18.818,0,0,0,0,281
2023-04-19 07:44:18.917,0,0,0,0,281
2023-04-19 07:44:19.019,0,0,0,0,280
2023-04-19 07:44:19.118,0,0,0,0,279
2023-04-19 07:44:19.220,0,0,0,0,279
2023-04-19 07:44:19.319,0,0,0,0,278
2023-04-19 07:44:19.421,0,0,0,0,278
2023-04-19 07:44:19.519,0,0,0,0,278
2023-04-19 07:44:19.622,0,0,0,0,278
2023-04-19 07:44:19.720,0,0,0,0,278
2023-04-19 07:44:19.822,0,0,0,0,278
2023-04-19 07:44:19.920,0,0,0,0,279
2023-04-19 07:44:20.022,0,0,0,0,279
2023-04-19 07:44:20.121,0,0,0,0,279
